Europe,Andorra,3600
Asia,Dubai,14400
Asia,Kabul,16200
North_America,Antigua,-14400
North_America,Anguilla,-14400
Europe,Tirane,3600
Asia,Yerevan,14400
Africa,Luanda,3600
Antarctica,McMurdo,46800
Antarctica,Casey,39600
Antarctica,Davis,25200
Antarctica,DumontDUrville,36000
Antarctica,Mawson,18000
Antarctica,Palmer,-10800
Antarctica,Rothera,-10800
Antarctica,Syowa,10800
Antarctica,Troll,0
Antarctica,Vostok,21600
South_America,Buenos_Aires,-10800
South_America,Cordoba,-10800
South_America,Salta,-10800
South_America,Jujuy,-10800
South_America,Tucuman,-10800
South_America,Catamarca,-10800
South_America,La_Rioja,-10800
South_America,San_Juan,-10800
South_America,Mendoza,-10800
South_America,San_Luis,-10800
South_America,Rio_Gallegos,-10800
South_America,Ushuaia,-10800
Australia,Pago_Pago,-39600
Europe,Vienna,3600
Australia,Lord_Howe,39600
Australia,Macquarie,39600
Australia,Hobart,39600
Australia,Currie,39600
Australia,Melbourne,39600
Australia,Sydney,39600
Australia,Broken_Hill,37800
Australia,Brisbane,36000
Australia,Lindeman,36000
Australia,Adelaide,37800
Australia,Darwin,34200
Australia,Perth,28800
Australia,Eucla,31500
North_America,Aruba,-14400
Europe,Mariehamn,7200
Asia,Baku,14400
Europe,Sarajevo,3600
North_America,Barbados,-14400
Asia,Dhaka,21600
Europe,Brussels,3600
Africa,Ouagadougou,0
Europe,Sofia,7200
Asia,Bahrain,10800
Africa,Bujumbura,7200
Africa,Porto-Novo,3600
Europe,St_Barthelemy,-14400
North_America,Bermuda,-10800
Asia,Brunei,28800
South_America,La_Paz,-14400
Europe,Kralendijk,-14400
South_America,Noronha,-7200
South_America,Belem,-10800
South_America,Fortaleza,-10800
South_America,Recife,-10800
South_America,Araguaina,-10800
South_America,Maceio,-10800
South_America,Bahia,-10800
South_America,Sao_Paulo,-10800
South_America,Campo_Grande,-14400
South_America,Cuiaba,-14400
South_America,Santarem,-10800
South_America,Porto_Velho,-14400
South_America,Boa_Vista,-14400
South_America,Manaus,-14400
South_America,Eirunepe,-18000
South_America,Rio_Branco,-18000
North_America,Nassau,-14400
Asia,Thimphu,21600
Africa,Gaborone,7200
Europe,Minsk,10800
North_America,Belize,-21600
North_America,St_Johns,-9000
North_America,Halifax,-10800
North_America,Glace_Bay,-10800
North_America,Moncton,-10800
North_America,Goose_Bay,-10800
North_America,Blanc-Sablon,-14400
North_America,Toronto,-14400
North_America,Nipigon,-14400
North_America,Thunder_Bay,-14400
North_America,Iqaluit,-14400
North_America,Pangnirtung,-14400
North_America,Atikokan,-18000
North_America,Winnipeg,-18000
North_America,Rainy_River,-18000
North_America,Resolute,-18000
North_America,Rankin_Inlet,-18000
North_America,Regina,-21600
North_America,Swift_Current,-21600
North_America,Edmonton,-21600
North_America,Cambridge_Bay,-21600
North_America,Yellowknife,-21600
North_America,Inuvik,-21600
North_America,Creston,-25200
North_America,Dawson_Creek,-25200
North_America,Fort_Nelson,-25200
North_America,Vancouver,-25200
North_America,Whitehorse,-25200
North_America,Dawson,-25200
Asia,Cocos,23400
Africa,Kinshasa,3600
Africa,Lubumbashi,7200
Africa,Bangui,3600
Africa,Brazzaville,3600
Europe,Zurich,3600
Africa,Abidjan,0
Australia,Rarotonga,-36000
South_America,Santiago,-10800
South_America,Punta_Arenas,-10800
South_America,Easter,-18000
Africa,Douala,3600
Asia,Shanghai,28800
Asia,Urumqi,21600
South_America,Bogota,-18000
North_America,Costa_Rica,-21600
North_America,Havana,-14400
Africa,Cape_Verde,-3600
South_America,Curacao,-14400
Asia,Christmas,25200
Asia,Nicosia,7200
Asia,Famagusta,7200
Europe,Prague,3600
Europe,Berlin,3600
Europe,Busingen,3600
Africa,Djibouti,10800
Europe,Copenhagen,3600
North_America,Dominica,-14400
North_America,Santo_Domingo,-14400
Africa,Algiers,3600
South_America,Guayaquil,-18000
South_America,Galapagos,-21600
Europe,Tallinn,7200
Africa,Cairo,7200
Africa,El_Aaiun,0
Africa,Asmara,10800
Europe,Madrid,3600
Europe,Ceuta,3600
Europe,Canary,0
Africa,Addis_Ababa,10800
Europe,Helsinki,7200
Australia,Fiji,43200
South_America,Stanley,-10800
Australia,Chuuk,36000
Australia,Pohnpei,39600
Australia,Kosrae,39600
Europe,Faroe,0
Europe,Paris,3600
Africa,Libreville,3600
Europe,London,0
North_America,Grenada,-14400
Asia,Tbilisi,14400
South_America,Cayenne,-10800
Europe,Guernsey,0
Africa,Accra,0
Europe,Gibraltar,3600
North_America,Godthab,-10800
North_America,Danmarkshavn,0
North_America,Scoresbysund,-3600
North_America,Thule,-10800
Africa,Banjul,0
Africa,Conakry,0
North_America,Guadeloupe,-14400
Africa,Malabo,3600
Europe,Athens,7200
Antarctica,South_Georgia,-7200
North_America,Guatemala,-21600
Australia,Guam,36000
Africa,Bissau,0
South_America,Guyana,-14400
Asia,Hong_Kong,28800
North_America,Tegucigalpa,-21600
Europe,Zagreb,3600
North_America,Port-au-Prince,-14400
Europe,Budapest,3600
Asia,Jakarta,25200
Asia,Pontianak,25200
Asia,Makassar,28800
Asia,Jayapura,32400
Europe,Dublin,0
Asia,Jerusalem,7200
Europe,Isle_of_Man,0
Asia,Kolkata,19800
Asia,Chagos,21600
Asia,Baghdad,10800
Asia,Tehran,12600
Europe,Reykjavik,0
Europe,Rome,3600
Europe,Jersey,0
North_America,Jamaica,-18000
Asia,Amman,7200
Asia,Tokyo,32400
Africa,Nairobi,10800
Asia,Bishkek,21600
Asia,Phnom_Penh,25200
Australia,Tarawa,43200
Australia,Enderbury,46800
Australia,Kiritimati,50400
Africa,Comoro,10800
North_America,St_Kitts,-14400
Asia,Pyongyang,30600
Asia,Seoul,32400
Asia,Kuwait,10800
North_America,Cayman,-18000
Asia,Almaty,21600
Asia,Qyzylorda,21600
Asia,Aqtobe,18000
Asia,Aqtau,18000
Asia,Atyrau,18000
Asia,Oral,18000
Asia,Vientiane,25200
Asia,Beirut,7200
North_America,St_Lucia,-14400
Europe,Vaduz,3600
Asia,Colombo,19800
Africa,Monrovia,0
Africa,Maseru,7200
Europe,Vilnius,7200
Europe,Luxembourg,3600
Europe,Riga,7200
Africa,Tripoli,7200
Africa,Casablanca,0
Europe,Monaco,3600
Europe,Chisinau,7200
Europe,Podgorica,3600
Europe,Marigot,-14400
Africa,Antananarivo,10800
Australia,Majuro,43200
Australia,Kwajalein,43200
Europe,Skopje,3600
Africa,Bamako,0
Asia,Yangon,23400
Asia,Ulaanbaatar,28800
Asia,Hovd,25200
Asia,Choibalsan,28800
Asia,Macau,28800
Australia,Saipan,36000
North_America,Martinique,-14400
Africa,Nouakchott,0
North_America,Montserrat,-14400
Europe,Malta,3600
Africa,Mauritius,14400
Asia,Maldives,18000
Africa,Blantyre,7200
North_America,Mexico_City,-21600
North_America,Cancun,-18000
North_America,Merida,-21600
North_America,Monterrey,-21600
North_America,Matamoros,-18000
North_America,Mazatlan,-25200
North_America,Chihuahua,-25200
North_America,Ojinaga,-21600
North_America,Hermosillo,-25200
North_America,Tijuana,-25200
North_America,Bahia_Banderas,-21600
Asia,Kuala_Lumpur,28800
Asia,Kuching,28800
Africa,Maputo,7200
Africa,Windhoek,7200
Australia,Noumea,39600
Africa,Niamey,3600
Australia,Norfolk,39600
Africa,Lagos,3600
North_America,Managua,-21600
Europe,Amsterdam,3600
Europe,Oslo,3600
Asia,Kathmandu,20700
Australia,Nauru,43200
Australia,Niue,-39600
Australia,Auckland,46800
Australia,Chatham,49500
Asia,Muscat,14400
North_America,Panama,-18000
South_America,Lima,-18000
Australia,Tahiti,-36000
Australia,Marquesas,-34200
Australia,Gambier,-32400
Australia,Port_Moresby,36000
Australia,Bougainville,39600
Asia,Manila,28800
Asia,Karachi,18000
Europe,Warsaw,3600
North_America,Miquelon,-7200
Australia,Pitcairn,-28800
North_America,Puerto_Rico,-14400
Asia,Gaza,7200
Asia,Hebron,7200
Europe,Lisbon,0
Europe,Madeira,0
Europe,Azores,-3600
Australia,Palau,32400
South_America,Asuncion,-10800
Asia,Qatar,10800
Africa,Reunion,14400
Europe,Bucharest,7200
Europe,Belgrade,3600
Europe,Kaliningrad,7200
Europe,Moscow,10800
Europe,Simferopol,10800
Europe,Volgograd,10800
Europe,Kirov,10800
Europe,Astrakhan,14400
Europe,Saratov,14400
Europe,Ulyanovsk,14400
Europe,Samara,14400
Europe,Yekaterinburg,18000
Europe,Omsk,21600
Europe,Novosibirsk,25200
Europe,Barnaul,25200
Europe,Tomsk,25200
Europe,Novokuznetsk,25200
Europe,Krasnoyarsk,25200
Europe,Irkutsk,28800
Europe,Chita,32400
Europe,Yakutsk,32400
Europe,Khandyga,32400
Europe,Vladivostok,36000
Europe,Ust-Nera,36000
Europe,Magadan,39600
Europe,Sakhalin,39600
Europe,Srednekolymsk,39600
Europe,Kamchatka,43200
Europe,Anadyr,43200
Africa,Kigali,7200
Asia,Riyadh,10800
Australia,Guadalcanal,39600
Africa,Mahe,14400
Africa,Khartoum,7200
Europe,Stockholm,3600
Asia,Singapore,28800
Africa,St_Helena,0
Europe,Ljubljana,3600
Europe,Longyearbyen,3600
Europe,Bratislava,3600
Africa,Freetown,0
Europe,San_Marino,3600
Africa,Dakar,0
Africa,Mogadishu,10800
South_America,Paramaribo,-10800
Africa,Juba,10800
Africa,Sao_Tome,0
North_America,El_Salvador,-21600
North_America,Lower_Princes,-14400
Asia,Damascus,7200
Africa,Mbabane,7200
North_America,Grand_Turk,-14400
Africa,Ndjamena,3600
Antarctica,Kerguelen,18000
Africa,Lome,0
Asia,Bangkok,25200
Asia,Dushanbe,18000
Australia,Fakaofo,46800
Asia,Dili,32400
Asia,Ashgabat,18000
Africa,Tunis,3600
Australia,Tongatapu,46800
Asia,Istanbul,10800
North_America,Port_of_Spain,-14400
Australia,Funafuti,43200
Asia,Taipei,28800
Africa,Dar_es_Salaam,10800
Europe,Kiev,7200
Europe,Uzhgorod,7200
Europe,Zaporozhye,7200
Africa,Kampala,10800
North_America,Midway,-39600
North_America,Wake,43200
North_America,New_York,-14400
North_America,Detroit,-14400
North_America,Louisville,-14400
North_America,Monticello,-14400
North_America,Indianapolis,-14400
North_America,Vincennes,-14400
North_America,Winamac,-14400
North_America,Marengo,-14400
North_America,Petersburg,-14400
North_America,Vevay,-14400
North_America,Chicago,-18000
North_America,Tell_City,-18000
North_America,Knox,-18000
North_America,Menominee,-18000
North_America,Center,-18000
North_America,New_Salem,-18000
North_America,Beulah,-18000
North_America,Denver,-21600
North_America,Boise,-21600
North_America,Phoenix,-25200
North_America,Los_Angeles,-25200
North_America,Anchorage,-28800
North_America,Juneau,-28800
North_America,Sitka,-28800
North_America,Metlakatla,-28800
North_America,Yakutat,-28800
North_America,Nome,-28800
North_America,Adak,-32400
North_America,Honolulu,-36000
South_America,Montevideo,-10800
Asia,Samarkand,18000
Asia,Tashkent,18000
Europe,Vatican,3600
North_America,St_Vincent,-14400
South_America,Caracas,-14400
North_America,Tortola,-14400
North_America,St_Thomas,-14400
Asia,Ho_Chi_Minh,25200
Australia,Efate,39600
Australia,Wallis,43200
Australia,Apia,50400
Asia,Aden,10800
Africa,Mayotte,10800
Africa,Johannesburg,7200
Africa,Lusaka,7200
Africa,Harare,7200
